SIMRUN,TIMEINT,QUEUECOUNTER,QLEN,QLENMAX,QSTOPS
7,2160-2220,6,15.85,38.58,3
7,2160-2220,7,85.68,109.32,15
7,2220-2280,1,3.49,23.73,5
7,2220-2280,2,217.9,256.35,44
7,2220-2280,3,104.27,148.11,23
7,2220-2280,4,4.21,23.76,4
7,2220-2280,5,20.26,50.81,7
7,2220-2280,6,6.88,18.97,5
7,2220-2280,7,71.44,102.71,15
7,2280-2340,1,7.99,19.71,5
7,2280-2340,2,193.2,229.74,35
7,2280-2340,3,46.31,95.3,13
7,2280-2340,4,4.83,26.85,4
7,2280-2340,5,23.04,49.27,5
7,2280-2340,6,6.58,18.52,6
7,2280-2340,7,65.89,89.93,22
7,2340-2400,1,7.06,19.98,3
7,2340-2400,2,177.52,199.43,30
7,2340-2400,3,61.23,147.59,25
7,2340-2400,4,0.04,6.39,1
7,2340-2400,5,46.29,109.36,16
7,2340-2400,6,15.25,31.56,7
7,2340-2400,7,73.59,107.86,24
7,2400-2460,1,10.41,31.02,10
7,2400-2460,2,163.32,190.04,28
7,2400-2460,3,39.47,89.08,26
7,2400-2460,4,9.94,32.03,5
7,2400-2460,5,40.47,124.47,11
7,2400-2460,6,14.36,32.63,2
7,2400-2460,7,66.06,93.81,14
7,2460-2520,1,11.19,37.89,6
7,2460-2520,2,155.88,182.18,29
7,2460-2520,3,27.03,78.97,13
7,2460-2520,4,0.03,5.29,1
7,2460-2520,5,25.07,63.93,7
7,2460-2520,6,15.48,38.29,6
7,2460-2520,7,52.49,81.79,19
7,2520-2580,1,12.74,24.89,9
7,2520-2580,2,136.6,176.02,29
7,2520-2580,3,55.87,120.13,15
7,2520-2580,4,0.01,5.04,1
7,2520-2580,5,29.04,69.27,11
7,2520-2580,6,4.29,17.43,3
7,2520-2580,7,54.95,83.02,14
7,2580-2640,1,17.9,49.89,9
7,2580-2640,2,129.1,161.06,27
7,2580-2640,3,22.95,77.54,9
7,2580-2640,4,0.05,5.23,1
7,2580-2640,5,42.48,116.36,14
7,2580-2640,6,13.26,24.77,4
7,2580-2640,7,35.14,53.75,7
7,2640-2700,1,24.72,56.42,10
7,2640-2700,2,125.19,154.31,21
7,2640-2700,3,6.74,37.78,3
7,2640-2700,4,5.08,24.43,4
7,2640-2700,5,19.05,49.65,8
7,2640-2700,6,4.68,12.61,2
7,2640-2700,7,47.82,78.1,15
7,2700-2760,1,7.03,12.2,3
7,2700-2760,2,82.61,129.08,12
7,2700-2760,3,7.21,19.76,8
7,2700-2760,4,0,0,0
7,2700-2760,5,8.8,55.82,2
7,2700-2760,6,1.3,12.14,2
7,2700-2760,7,139.34,219.95,33
7,2760-2820,1,8.59,19.96,7
7,2760-2820,2,69.63,100.64,17
7,2760-2820,3,8.16,18.3,4
7,2760-2820,4,0.03,4.79,1
7,2760-2820,5,0.96,16.98,2
7,2760-2820,6,0,0,0
7,2760-2820,7,193.35,245.51,35
7,2820-2880,1,15.3,57.83,11
7,2820-2880,2,68.65,105.77,20
7,2820-2880,3,10.81,24.51,4
7,2820-2880,4,7.55,32.59,5
7,2820-2880,5,0.58,11.94,1
7,2820-2880,6,6.36,18,4
7,2820-2880,7,302.77,396.63,56
7,2880-2940,1,11.65,25.31,8
7,2880-2940,2,88.22,115.72,17
7,2880-2940,3,17.47,44.25,6
7,2880-2940,4,0,0,0
7,2880-2940,5,2.59,11.25,3
7,2880-2940,6,7.32,16.73,5
7,2880-2940,7,334.73,395.48,53
7,2940-3000,1,17.89,50.13,8
7,2940-3000,2,102.34,134.12,23
7,2940-3000,3,10.84,43.37,11
7,2940-3000,4,0.04,6.43,1
7,2940-3000,5,11.2,48.09,7
7,2940-3000,6,6.62,24.57,4
7,2940-3000,7,392.13,439.13,53
7,3000-3060,1,12.91,49.26,6
7,3000-3060,2,95.62,154.33,23
7,3000-3060,3,21.25,49.79,16
7,3000-3060,4,3.35,11.91,3
7,3000-3060,5,8.01,35.9,3
7,3000-3060,6,8.23,29.83,5
7,3000-3060,7,138.59,401.16,29
7,3060-3120,1,19.08,55.88,5
7,3060-3120,2,49.85,77.93,13
7,3060-3120,3,24.75,50.63,17
7,3060-3120,4,0.46,11.03,1
7,3060-3120,5,6.34,24.53,3
7,3060-3120,6,8.24,29.01,4
7,3060-3120,7,72.85,135.46,19
7,3120-3180,1,5.63,31.54,6
7,3120-3180,2,73.48,100.53,14
7,3120-3180,3,16.99,49.93,8
7,3120-3180,4,2.08,17.11,3
7,3120-3180,5,7.3,32.21,5
7,3120-3180,6,2.96,16.8,3
7,3120-3180,7,145.65,191.68,33
7,3180-3240,1,5.95,37.42,7
7,3180-3240,2,43.41,62.09,12
7,3180-3240,3,10.27,33.11,8
7,3180-3240,4,2.63,16.24,0
7,3180-3240,5,26.97,83.33,12
7,3180-3240,6,12.3,37.16,8
7,3180-3240,7,260.48,343.1,52
7,3240-3300,1,14.76,50.1,13
7,3240-3300,2,48.37,69,8
7,3240-3300,3,20.51,69.81,17
7,3240-3300,4,0.04,11.17,1
7,3240-3300,5,36.92,120.08,13
7,3240-3300,6,23.94,57.67,7
7,3240-3300,7,313.87,365.26,43
7,3300-3360,1,24.49,71.86,8
7,3300-3360,2,29.68,44.33,7
7,3300-3360,3,79.83,133.37,29
7,3300-3360,4,32.56,99.44,27
7,3300-3360,5,10.21,35.83,4
7,3300-3360,6,40.96,50.92,5
7,3300-3360,7,233.14,441.4,46
7,3360-3420,1,12.57,31.39,7
7,3360-3420,2,17.34,45.25,9
7,3360-3420,3,149.57,159.39,18
7,3360-3420,4,7.41,29.47,2
7,3360-3420,5,18.18,37.44,6
7,3360-3420,6,58.19,76.25,13
7,3360-3420,7,83.47,109.77,31
7,3420-3480,1,26.71,80.16,16
7,3420-3480,2,3.15,12.99,3
7,3420-3480,3,147.12,147.47,29
7,3420-3480,4,1.67,10.87,2
7,3420-3480,5,63.45,139.94,19
7,3420-3480,6,77.79,107.73,20
7,3420-3480,7,82.61,129.59,26
7,3480-3540,1,8.48,18.5,3
7,3480-3540,2,30.09,57.1,10
7,3480-3540,3,73.01,147.33,20
7,3480-3540,4,3.02,11.39,3
7,3480-3540,5,42.3,139.21,9
7,3480-3540,6,105.32,113.47,22
7,3480-3540,7,134.66,196.81,42
7,3540-3600,1,2.97,19.62,5
7,3540-3600,2,32.36,52.68,8
7,3540-3600,3,137.41,147.41,30
7,3540-3600,4,0.8,9.88,2
7,3540-3600,5,38.32,69.61,11
7,3540-3600,6,102.02,122.38,13
7,3540-3600,7,61.33,93.71,19
7,3600-3660,1,8.36,24.94,4
7,3600-3660,2,13.49,18.47,4
7,3600-3660,3,76.77,147.29,24
7,3600-3660,4,6.95,30.92,5
7,3600-3660,5,16.36,37.47,6
7,3600-3660,6,57.88,81.93,9
7,3600-3660,7,34.82,56.01,6
7,3660-3720,1,11.65,25.08,8
7,3660-3720,2,21,39.7,6
7,3660-3720,3,69.87,155.04,17
7,3660-3720,4,0.02,4.88,1
7,3660-3720,5,6.73,24.06,3
7,3660-3720,6,36.97,55.47,5
7,3660-3720,7,49.1,110.5,31
7,3720-3780,1,7.47,24.21,2
7,3720-3780,2,20.6,38.64,7
7,3720-3780,3,81.31,147.11,24
7,3720-3780,4,2.71,16.67,3
7,3720-3780,5,15.88,42.99,7
7,3720-3780,6,24.51,40.89,3
7,3720-3780,7,127.11,181.95,53
7,3780-3840,1,3.87,12.29,3
7,3780-3840,2,28.93,49.1,8
7,3780-3840,3,79.41,148.43,13
7,3780-3840,4,0,0,0
7,3780-3840,5,15.09,38.11,6
7,3780-3840,6,10.25,25.75,4
7,3780-3840,7,150.36,223.24,41
7,3840-3900,1,10.18,26.03,4
7,3840-3900,2,27.96,72.92,15
7,3840-3900,3,62.79,147.25,27
7,3840-3900,4,0.02,5.17,1
7,3840-3900,5,4.6,44.29,4
7,3840-3900,6,0.6,10.76,3
7,3840-3900,7,288.49,345.83,78
7,3900-3960,1,2.18,12.97,3
7,3900-3960,2,47.95,59,12
7,3900-3960,3,33.93,69.76,22
7,3900-3960,4,0.03,5.36,1
7,3900-3960,5,0.23,16.91,1
7,3900-3960,6,8.94,18.66,5
7,3900-3960,7,93.15,318.78,28
7,3960-4020,1,7.23,17.57,6
7,3960-4020,2,70.88,129.16,18
7,3960-4020,3,91.84,148.6,28
7,3960-4020,4,0,0,0
7,3960-4020,5,0,0,0
7,3960-4020,6,10.63,25.03,6
7,3960-4020,7,46.05,79.89,37
7,4020-4080,1,18.63,45.83,14
7,4020-4080,2,106.1,128.31,25
7,4020-4080,3,70.91,145.98,14
7,4020-4080,4,13.82,44.13,6
7,4020-4080,5,8.42,20.45,5
7,4020-4080,6,27.8,50.79,8
7,4020-4080,7,70.47,98.36,19
7,4080-4140,1,12.89,24.34,2
7,4080-4140,2,119.47,146.32,21
7,4080-4140,3,79,146.45,27
7,4080-4140,4,0.88,32.71,0
7,4080-4140,5,2.61,16.52,0
7,4080-4140,6,10.51,24.13,4
7,4080-4140,7,83.55,110.15,20
7,4140-4200,1,5.09,19.11,5
7,4140-4200,2,132.55,159.42,28
7,4140-4200,3,55,122.54,12
7,4140-4200,4,0,0,0
7,4140-4200,5,2.31,22.82,4
7,4140-4200,6,12.41,30.51,6
7,4140-4200,7,65.64,89.75,11
7,4200-4260,1,10.87,24.3,5
7,4200-4260,2,147.91,166.15,28
7,4200-4260,3,11.31,44.8,7
7,4200-4260,4,3.51,18.1,3
7,4200-4260,5,6.13,37.86,6
7,4200-4260,6,16.17,30.81,7
7,4200-4260,7,34.96,51.13,5
7,4260-4320,1,19.56,49.52,8
7,4260-4320,2,158.1,172.57,26
7,4260-4320,3,15.65,53.38,12
7,4260-4320,4,0.16,16.84,0
7,4260-4320,5,7.25,30.32,5
7,4260-4320,6,9.29,29.87,4
7,4260-4320,7,3.82,20.06,3
7,4320-4380,1,12.19,24.71,8
7,4320-4380,2,170.07,201.79,38
7,4320-4380,3,22.92,59.11,10
7,4320-4380,4,0,0,0
7,4320-4380,5,25.57,83.74,13
7,4320-4380,6,4.9,25.12,5
7,4320-4380,7,31.93,81.67,13
7,4380-4440,1,13.52,38.73,8
7,4380-4440,2,192.09,224.02,32
7,4380-4440,3,17.68,54.86,10
7,4380-4440,4,0.03,4.77,1
7,4380-4440,5,12.19,42.49,6
7,4380-4440,6,3.95,11.91,4
7,4380-4440,7,42.9,62.27,13
7,4440-4500,1,9.72,37.91,3
7,4440-4500,2,173.22,202.19,29
7,4440-4500,3,32.56,82.16,16
7,4440-4500,4,0,0,0
7,4440-4500,5,20.15,62.12,10
7,4440-4500,6,8.39,30.15,6
7,4440-4500,7,33.92,72.33,20
8,900-960,1,6.21,26.03,7
8,900-960,2,11.55,26.71,4
8,900-960,3,26.83,71.12,21
8,900-960,4,1.79,11.58,2
8,900-960,5,58.23,139.49,19
8,900-960,6,19.99,43.09,3
8,900-960,7,42.47,81.74,13
8,960-1020,1,2.47,11.24,2
8,960-1020,2,17.67,38.16,10
8,960-1020,3,52.89,112.83,24
8,960-1020,4,0.04,6.43,1
8,960-1020,5,44.73,137.93,12
8,960-1020,6,14.02,45.43,7
8,960-1020,7,45.22,74.99,17
8,1020-1080,1,4.29,11.68,2
8,1020-1080,2,14.73,34.19,7
8,1020-1080,3,43.9,104.18,10
8,1020-1080,4,0.01,4.85,1
8,1020-1080,5,60.99,140.67,17
8,1020-1080,6,3.85,12.32,2
8,1020-1080,7,58.56,83.71,19
8,1080-1140,1,19.99,43.88,11
8,1080-1140,2,11.83,36.41,7
8,1080-1140,3,51.1,115.23,19
8,1080-1140,4,0.5,13.1,2
8,1080-1140,5,41.57,139.8,9
8,1080-1140,6,8.75,26.37,6
8,1080-1140,7,55.1,82.25,19
8,1140-1200,1,10.6,25.89,4
8,1140-1200,2,18.72,29.19,3
8,1140-1200,3,33.04,92.37,11
8,1140-1200,4,2.98,19.27,3
8,1140-1200,5,22.76,44.04,7
8,1140-1200,6,5.1,12.05,3
8,1140-1200,7,79.26,114.15,20
8,1200-1260,1,7.17,30.6,4
8,1200-1260,2,0.93,13.11,3
8,1200-1260,3,14.96,57.46,7
8,1200-1260,4,2.87,18.31,3
8,1200-1260,5,16.35,50.84,6
8,1200-1260,6,1.81,12.27,1
8,1200-1260,7,81.69,118.01,17
8,1260-1320,1,7.21,29.77,2
8,1260-1320,2,5.43,19.86,4
8,1260-1320,3,13.83,53.19,10
8,1260-1320,4,2.39,11.41,2
8,1260-1320,5,32.78,80.73,10
8,1260-1320,6,8.21,24.88,6
8,1260-1320,7,62.91,98.59,24
8,1320-1380,1,1.03,18.48,4
8,1320-1380,2,3.81,12.22,2
8,1320-1380,3,32.76,72.46,15
8,1320-1380,4,8.66,33.06,6
8,1320-1380,5,25.44,105.8,7
8,1320-1380,6,17.9,36.87,7
8,1320-1380,7,90.19,112.75,28
8,1380-1440,1,14.74,31.64,7
8,1380-1440,2,24.62,43.46,7
8,1380-1440,3,75.59,148.68,30
8,1380-1440,4,0.02,4.63,1
8,1380-1440,5,11.65,44.01,7
8,1380-1440,6,14.46,31.36,6
8,1380-1440,7,111.07,137.93,24
8,1440-1500,1,9.89,25.93,6
8,1440-1500,2,27.42,47.74,9
8,1440-1500,3,62.72,120.71,16
8,1440-1500,4,3.95,20.04,3
8,1440-1500,5,24.87,75.9,10
8,1440-1500,6,25.05,38.21,7
8,1440-1500,7,144.25,200.55,34
8,1500-1560,1,10.45,31.18,8
8,1500-1560,2,15.41,24.29,2
8,1500-1560,3,44.55,104.96,23
8,1500-1560,4,0,0,0
8,1500-1560,5,15.67,44.38,6
8,1500-1560,6,13.85,37.77,6
8,1500-1560,7,154.44,221.33,31
8,1560-1620,1,2.58,17.66,3
8,1560-1620,2,7.87,19.63,5
8,1560-1620,3,82.03,147.47,27
8,1560-1620,4,0.97,11.71,2
8,1560-1620,5,10.29,36.48,5
8,1560-1620,6,11.21,31.97,7
8,1560-1620,7,174.35,263.89,28
8,1620-1680,1,2.28,24.95,4
8,1620-1680,2,10.11,38.9,6
8,1620-1680,3,45.32,103.16,26
8,1620-1680,4,3.06,12.32,2
8,1620-1680,5,12.52,43.48,5
8,1620-1680,6,15.77,37.39,4
8,1620-1680,7,82.8,117.63,20
8,1680-1740,1,16.3,46.16,14
8,1680-1740,2,5.97,18.05,3
8,1680-1740,3,36.36,105.94,14
8,1680-1740,4,1.78,9.19,2
8,1680-1740,5,19.03,50.5,13
8,1680-1740,6,12.81,57.29,7
8,1680-1740,7,93.86,114.67,16
8,1740-1800,1,20.56,63.14,16
8,1740-1800,2,17.28,51.02,10
8,1740-1800,3,26.31,56.97,11
8,1740-1800,4,1.31,10.86,2
8,1740-1800,5,68.02,138.17,19
8,1740-1800,6,15.34,56.28,6
8,1740-1800,7,92.34,154.78,27
8,1800-1860,1,20.14,56.79,11
8,1800-1860,2,25.63,37.57,4
8,1800-1860,3,26.27,63.67,16
8,1800-1860,4,3.38,17.67,3
8,1800-1860,5,52.01,111.12,13
8,1800-1860,6,11.34,44.96,3
8,1800-1860,7,121.06,192.94,19
8,1860-1920,1,37.33,96.65,11
8,1860-1920,2,16.32,33.07,7
8,1860-1920,3,20.35,59.07,14
8,1860-1920,4,4.53,24.01,3
8,1860-1920,5,22.36,75.59,13
8,1860-1920,6,18.72,55.36,8
8,1860-1920,7,82.71,169.12,33
8,1920-1980,1,9.07,24.84,4
8,1920-1980,2,40.15,92.02,14
8,1920-1980,3,33.6,78.51,13
8,1920-1980,4,2.2,18.09,2
8,1920-1980,5,36.12,97.99,9
8,1920-1980,6,21.85,54.09,6
8,1920-1980,7,213.85,261.89,36
8,1980-2040,1,2.32,11.65,4
8,1980-2040,2,56.78,95.37,21
8,1980-2040,3,20.73,49.66,14
8,1980-2040,4,0,0,0
8,1980-2040,5,12.06,32.73,5
8,1980-2040,6,14.86,45.87,3
8,1980-2040,7,195.73,240.51,38
8,2040-2100,1,8.97,25.05,3
8,2040-2100,2,93.76,142.19,22
8,2040-2100,3,19.68,46.73,14
8,2040-2100,4,0,0,0
8,2040-2100,5,15.31,36.35,5
8,2040-2100,6,8.18,20.68,4
8,2040-2100,7,277.71,345.01,36
8,2100-2160,1,4.04,19.25,4
8,2100-2160,2,129.87,167.24,22
8,2100-2160,3,23.83,85.3,11
8,2100-2160,4,2.21,11.43,2
8,2100-2160,5,20.52,70.32,10
8,2100-2160,6,10.84,32.07,5
8,2100-2160,7,310.33,398.77,60
8,2160-2220,1,6.31,31.77,10
8,2160-2220,2,176.49,220.9,43
8,2160-2220,3,10.77,36.83,10
8,2160-2220,4,0.06,5.15,1
8,2160-2220,5,36.16,74.38,12
8,2160-2220,6,11.94,30.92,4
8,2160-2220,7,283.21,327.84,42
8,2220-2280,1,15.59,32.46,6
8,2220-2280,2,216.3,256.73,44
8,2220-2280,3,12.34,43.61,6
8,2220-2280,4,5.22,30.69,5
8,2220-2280,5,38.4,90.97,14
8,2220-2280,6,2.92,11.88,1
8,2220-2280,7,306,365.3,54
8,2280-2340,1,4.25,19.23,5
8,2280-2340,2,234.88,258.56,42
8,2280-2340,3,3.66,32.82,1
8,2280-2340,4,0.04,4.64,1
8,2280-2340,5,33.32,58.57,9
8,2280-2340,6,3.44,27.53,5
8,2280-2340,7,295.91,350.31,51
8,2340-2400,1,6.42,18.76,4
8,2340-2400,2,256.46,286.02,41
8,2340-2400,3,9.05,37.51,10
8,2340-2400,4,7.48,31.64,4
8,2340-2400,5,6.47,17.38,3
8,2340-2400,6,23.41,53.23,7
8,2340-2400,7,412.42,468.7,62
8,2400-2460,1,5.36,18.49,3
8,2400-2460,2,223.38,245.91,41
8,2400-2460,3,19.14,69,13
8,2400-2460,4,5.82,30.32,5
8,2400-2460,5,37.27,82.46,13
8,2400-2460,6,8.28,25.03,4
8,2400-2460,7,397.02,463.32,69
8,2460-2520,1,13.32,26.96,10
8,2460-2520,2,213.82,234.35,38
8,2460-2520,3,5.64,26,5
8,2460-2520,4,4.83,16.91,3
8,2460-2520,5,15.49,88.76,4
8,2460-2520,6,9.72,25.4,3
8,2460-2520,7,366.52,465.28,46
8,2520-2580,1,11.98,24.87,6
8,2520-2580,2,200.57,222.61,32
8,2520-2580,3,19,45.68,9
8,2520-2580,4,0.05,5.54,1
8,2520-2580,5,8.64,24.3,4
8,2520-2580,6,7.9,17.58,7
8,2520-2580,7,159.21,230.81,56
8,2580-2640,1,9.98,19.51,4
8,2580-2640,2,178.8,200.89,30
8,2580-2640,3,26.2,72.85,12
8,2580-2640,4,5.91,30.86,5
8,2580-2640,5,3.4,18.83,3
8,2580-2640,6,30.77,60.34,11
8,2580-2640,7,196.15,330.23,38
8,2640-2700,1,23.29,54.72,12
8,2640-2700,2,175.41,205.05,27
8,2640-2700,3,79.88,147.23,26
8,2640-2700,4,0.02,4.98,1
8,2640-2700,5,15.1,44.05,7
8,2640-2700,6,23.29,37.91,4
8,2640-2700,7,98.31,137.5,47
8,2700-2760,1,22.86,40.08,6
8,2700-2760,2,108.96,158.56,20
8,2700-2760,3,56.22,117.56,19
8,2700-2760,4,1.17,16.62,3
8,2700-2760,5,16.2,76.94,7
8,2700-2760,6,7.98,18.9,5
8,2700-2760,7,86.49,132.58,29
8,2760-2820,1,8.59,25.14,5
8,2760-2820,2,65.34,97.2,21
8,2760-2820,3,83.24,146.98,28
8,2760-2820,4,0.76,11.5,2
8,2760-2820,5,2.82,28.62,2
8,2760-2820,6,13.01,31.03,7
8,2760-2820,7,47.86,74.73,25
8,2820-2880,1,6.77,26.03,6
8,2820-2880,2,66.18,94.8,17
8,2820-2880,3,61.91,121.46,25
8,2820-2880,4,1.13,17.96,3
8,2820-2880,5,11.51,56.77,7
8,2820-2880,6,15.86,30.93,7
8,2820-2880,7,38.44,68.77,23
8,2880-2940,1,21.05,49.15,16
8,2880-2940,2,66.74,95.35,13
8,2880-2940,3,103.09,148.87,23
8,2880-2940,4,4.51,23.3,4
8,2880-2940,5,54.62,140.15,16
8,2880-2940,6,7.67,18.6,6
8,2880-2940,7,97.92,201.42,40
8,2940-3000,1,29.38,48.24,15
8,2940-3000,2,58.73,94.47,16
8,2940-3000,3,46.51,100.92,16
8,2940-3000,4,5.66,30.79,5
8,2940-3000,5,64.37,141.61,15
8,2940-3000,6,6.55,23.49,4
8,2940-3000,7,161.88,249.11,21
8,3000-3060,1,18.65,62.91,10
8,3000-3060,2,51.47,100.8,12
8,3000-3060,3,34.77,82.59,9
8,3000-3060,4,2.68,37.85,2
8,3000-3060,5,32.6,95.3,13
8,3000-3060,6,10.69,44.89,8
8,3000-3060,7,83.89,146.12,11
8,3060-3120,1,43.11,113.73,10
8,3060-3120,2,43.54,58.61,10
8,3060-3120,3,23.36,59.12,14
8,3060-3120,4,1.98,10.04,2
8,3060-3120,5,21.6,51.12,10
8,3060-3120,6,6.07,44.01,1
8,3060-3120,7,66.09,104.86,25
8,3120-3180,1,4.64,12.5,4
8,3120-3180,2,28.59,38.8,8
8,3120-3180,3,15.84,65.67,5
8,3120-3180,4,1.51,17.16,1
8,3120-3180,5,59.22,112.22,12
8,3120-3180,6,9.32,19.06,5
8,3120-3180,7,76.71,107.7,17
8,3180-3240,1,12.98,31.98,8
8,3180-3240,2,1.06,11.73,3
8,3180-3240,3,15.4,50.9,9
8,3180-3240,4,0.04,10.17,2
8,3180-3240,5,27.39,66.13,9
8,3180-3240,6,6.98,18.19,4
8,3180-3240,7,55.33,90.56,15
8,3240-3300,1,11.62,32.75,4
8,3240-3300,2,12.67,24.52,5
8,3240-3300,3,18.71,49.97,10
8,3240-3300,4,1.8,9.95,0
8,3240-3300,5,19.09,49.66,6
8,3240-3300,6,21.08,66.38,11
8,3240-3300,7,57.7,96.23,16
8,3300-3360,1,2.44,25.75,5
8,3300-3360,2,4.23,11.86,2
8,3300-3360,3,28.81,94.77,14
8,3300-3360,4,0.03,4.89,1
8,3300-3360,5,11.31,29.48,5
8,3300-3360,6,61.48,93.1,12
8,3300-3360,7,42.45,64.48,12
8,3360-3420,1,12.84,25.4,5
8,3360-3420,2,24.48,51.34,10
8,3360-3420,3,49.57,159.2,27
8,3360-3420,4,0,0,0
8,3360-3420,5,28.09,76.46,12
8,3360-3420,6,29.3,44.1,6
8,3360-3420,7,47.27,77.46,22
8,3420-3480,1,3.38,18.78,4
8,3420-3480,2,32.46,52.04,9
8,3420-3480,3,101.65,147.01,26
8,3420-3480,4,0.02,4.6,1
8,3420-3480,5,64.28,139.71,15
8,3420-3480,6,15.55,40,2
8,3420-3480,7,44.5,78.36,19
8,3480-3540,1,5.69,25.62,6
8,3480-3540,2,62.43,72.57,4
8,3480-3540,3,40.15,105.15,12
8,3480-3540,4,2.02,19.18,3
8,3480-3540,5,29.92,73.65,8
8,3480-3540,6,11.63,30.42,7
8,3480-3540,7,62.42,95.65,18
8,3540-3600,1,15.57,45.73,15
8,3540-3600,2,47.56,74.08,12
8,3540-3600,3,33.92,77.99,18
8,3540-3600,4,5.29,29.66,5
8,3540-3600,5,15,42.54,7
8,3540-3600,6,9.32,31.22,4
8,3540-3600,7,73.18,104.9,24
8,3600-3660,1,11.62,31.04,4
8,3600-3660,2,54.24,72.63,11
8,3600-3660,3,49.18,112.26,19
8,3600-3660,4,1.11,12.01,2
8,3600-3660,5,21.12,43.38,7
8,3600-3660,6,8.98,19.02,5
8,3600-3660,7,37.72,76.64,7
8,3660-3720,1,14.52,38.12,8
8,3660-3720,2,66.55,110.57,17
8,3660-3720,3,15.44,45.12,11
8,3660-3720,4,0.05,6.49,1
8,3660-3720,5,23.91,82.49,10
8,3660-3720,6,11.23,30.8,3
8,3660-3720,7,26.38,69.77,20
8,3720-3780,1,14.11,25.56,4
8,3720-3780,2,77.93,117.75,16
8,3720-3780,3,31.06,58.23,19
8,3720-3780,4,7.56,25.08,4
8,3720-3780,5,7.46,81.24,4
8,3720-3780,6,0.26,6.8,2
8,3720-3780,7,85.9,127.72,22
8,3780-3840,1,12.65,29.95,6
8,3780-3840,2,60.75,73.7,9
8,3780-3840,3,34.59,98.28,14
8,3780-3840,4,0.01,4.54,1
8,3780-3840,5,14.11,34.25,4
8,3780-3840,6,19.37,40.87,10
8,3780-3840,7,127.54,244.75,36
8,3840-3900,1,25.75,46.35,13
8,3840-3900,2,50.66,66.59,13
8,3840-3900,3,13.96,47.89,6
8,3840-3900,4,12.17,50.79,8
8,3840-3900,5,1.16,32,2
8,3840-3900,6,16.94,50.03,7
8,3840-3900,7,248.81,318.88,42
8,3900-3960,1,15.89,32.51,4
8,3900-3960,2,36.54,51.22,7
8,3900-3960,3,18.37,44.62,10
8,3900-3960,4,11.79,38.61,6
8,3900-3960,5,6.45,17.94,3
8,3900-3960,6,15.82,32.34,5
8,3900-3960,7,141.42,259.03,28
8,3960-4020,1,1.53,11.43,1
8,3960-4020,2,21.82,39.74,10
8,3960-4020,3,14.74,53.93,9
8,3960-4020,4,0.03,6.29,1
8,3960-4020,5,6.98,24.76,4
8,3960-4020,6,6.66,28.51,6
8,3960-4020,7,72.54,96.65,16
8,4020-4080,1,0.93,11.54,2
8,4020-4080,2,9.45,18.44,1
8,4020-4080,3,21.2,51.47,9
8,4020-4080,4,0.04,4.83,1
8,4020-4080,5,12.7,44.34,6
8,4020-4080,6,0.07,5.39,1
8,4020-4080,7,50.88,77.89,8
8,4080-4140,1,2.07,18.02,4
8,4080-4140,2,5.5,17.99,4
8,4080-4140,3,31.17,79.33,9
8,4080-4140,4,0,0,0
8,4080-4140,5,14.92,44.13,9
8,4080-4140,6,11.1,25.93,4
8,4080-4140,7,49.9,83.09,16
8,4140-4200,1,5.86,18.45,3
8,4140-4200,2,15.57,50.36,8
8,4140-4200,3,31.46,60.1,17
8,4140-4200,4,0.02,5.06,1
8,4140-4200,5,16.99,56.37,5
8,4140-4200,6,3.76,11.9,2
8,4140-4200,7,51.7,77.41,13
8,4200-4260,1,9.17,49.61,12
8,4200-4260,2,24.1,38.01,4
8,4200-4260,3,36.8,73.01,14
8,4200-4260,4,0,0,0
8,4200-4260,5,4.3,23.94,2
8,4200-4260,6,7.39,17.57,3
8,4200-4260,7,21.39,36.86,7
8,4260-4320,1,22.77,69.84,7
8,4260-4320,2,12.09,24.75,5
8,4260-4320,3,24.89,64.51,12
8,4260-4320,4,0.02,4.93,1
8,4260-4320,5,3.22,17.19,5
8,4260-4320,6,3.93,18.17,5
8,4260-4320,7,12.06,43.86,5
8,4320-4380,1,5.15,23.92,4
8,4320-4380,2,8.07,18.06,4
8,4320-4380,3,50.44,114.96,15
8,4320-4380,4,0,0,0
8,4320-4380,5,15.53,56.14,8
8,4320-4380,6,5.06,24.35,5
8,4320-4380,7,21.43,44.2,10
8,4380-4440,1,12.05,33.7,10
8,4380-4440,2,0,0,0
8,4380-4440,3,28.78,79.78,16
8,4380-4440,4,0.02,5.17,1
8,4380-4440,5,12.97,35.5,5
8,4380-4440,6,14.26,64.42,9
8,4380-4440,7,45.88,85.71,18
8,4440-4500,1,27.25,56.6,13
8,4440-4500,2,13.17,31.47,3
8,4440-4500,3,29.4,68.89,12
8,4440-4500,4,0,0,0
8,4440-4500,5,7.78,33.83,4
8,4440-4500,6,46.09,83.1,10
8,4440-4500,7,69.82,120.58,26
9,900-960,1,3.53,18.67,6
9,900-960,2,44.65,59.27,8
9,900-960,3,34.66,89.58,18
9,900-960,4,3.22,19.68,3
9,900-960,5,16.38,49.31,8
9,900-960,6,54.17,79.81,5
9,900-960,7,27,72.92,14
9,960-1020,1,7.67,24.34,6
9,960-1020,2,33.31,62.19,11
9,960-1020,3,53.46,117.06,20
9,960-1020,4,3.78,24.03,4
9,960-1020,5,7.07,24.08,4
9,960-1020,6,31.79,54.63,12
9,960-1020,7,14.48,36.78,10
9,1020-1080,1,6.72,36.69,5
9,1020-1080,2,37.3,56.35,11
