SIMRUN,TIMEINT,QUEUECOUNTER,QLEN,QLENMAX,QSTOPS
23,2160-2220,4,0.02,4.58,1
23,2160-2220,5,73.44,139.67,19
23,2160-2220,6,10.14,37.4,6
23,2160-2220,7,61.09,90.15,17
23,2220-2280,1,14.36,44.96,9
23,2220-2280,2,85.98,101.64,8
23,2220-2280,3,41.6,97.07,18
23,2220-2280,4,0.01,4.38,1
23,2220-2280,5,34.08,137.72,9
23,2220-2280,6,7.19,19.65,1
23,2220-2280,7,56.77,86.14,16
23,2280-2340,1,1.6,5.97,2
23,2280-2340,2,92.03,116.21,16
23,2280-2340,3,23.23,77.35,11
23,2280-2340,4,0,0,0
23,2280-2340,5,16.98,43.09,7
23,2280-2340,6,2.84,12.28,5
23,2280-2340,7,65.27,87.73,17
23,2340-2400,1,5.44,18.55,3
23,2340-2400,2,79.86,115.27,17
23,2340-2400,3,19.67,55.63,9
23,2340-2400,4,0.02,4.54,1
23,2340-2400,5,17.95,42.46,7
23,2340-2400,6,11.38,25.06,5
23,2340-2400,7,92.41,120.93,21
23,2400-2460,1,4.21,39.46,6
23,2400-2460,2,63.88,102.52,17
23,2400-2460,3,22.95,83.4,10
23,2400-2460,4,0.91,10.7,2
23,2400-2460,5,17.7,38.26,5
23,2400-2460,6,18.44,32.37,4
23,2400-2460,7,91.37,116.66,15
23,2460-2520,1,78.57,116.87,21
23,2460-2520,2,45.97,73,10
23,2460-2520,3,23.27,70.4,15
23,2460-2520,4,0.02,4.82,1
23,2460-2520,5,14.13,63.06,7
23,2460-2520,6,8.28,17.44,2
23,2460-2520,7,65.76,91.74,18
23,2520-2580,1,45.24,119.32,18
23,2520-2580,2,25.45,44.78,7
23,2520-2580,3,42.53,110.24,14
23,2520-2580,4,15.6,68.52,12
23,2520-2580,5,31.94,88.8,13
23,2520-2580,6,22.69,45.01,7
23,2520-2580,7,86.74,117.5,18
23,2580-2640,1,7.82,23.69,6
23,2580-2640,2,19.99,37.58,8
23,2580-2640,3,29.09,59.36,13
23,2580-2640,4,5.15,24.53,4
23,2580-2640,5,71.01,140.18,10
23,2580-2640,6,4.28,13.03,1
23,2580-2640,7,73.71,101.74,13
23,2640-2700,1,12.41,33.19,9
23,2640-2700,2,21.62,45.28,6
23,2640-2700,3,18.42,53.65,8
23,2640-2700,4,0.57,11.46,2
23,2640-2700,5,4.16,28.51,2
23,2640-2700,6,2.16,5.31,2
23,2640-2700,7,76.74,111.86,20
23,2700-2760,1,12.48,54.72,10
23,2700-2760,2,18.2,31.97,7
23,2700-2760,3,20.57,38.78,12
23,2700-2760,4,0.03,5.02,1
23,2700-2760,5,21.01,50.3,8
23,2700-2760,6,2,6.63,2
23,2700-2760,7,53.14,71.7,9
23,2760-2820,1,18.17,42.12,5
23,2760-2820,2,5.26,23.38,5
23,2760-2820,3,10.64,36.81,6
23,2760-2820,4,0.03,4.61,1
23,2760-2820,5,33.25,89.63,13
23,2760-2820,6,13.26,36.88,5
23,2760-2820,7,27.19,45.16,9
23,2820-2880,1,13.15,36.98,6
23,2820-2880,2,24.47,43.43,8
23,2820-2880,3,19.59,32.39,8
23,2820-2880,4,1.31,10.76,2
23,2820-2880,5,31.6,74.76,12
23,2820-2880,6,1.11,5.44,2
23,2820-2880,7,26.38,48.79,7
23,2880-2940,1,1.94,18.23,3
23,2880-2940,2,16.92,31.18,6
23,2880-2940,3,20.67,45.64,8
23,2880-2940,4,1.6,11.41,2
23,2880-2940,5,33,96.48,9
23,2880-2940,6,0.04,4.78,1
23,2880-2940,7,30.12,65.08,16
23,2940-3000,1,6,24.93,7
23,2940-3000,2,13.53,25.83,6
23,2940-3000,3,14.5,44.82,13
23,2940-3000,4,1.33,11.31,2
23,2940-3000,5,7.12,35.87,5
23,2940-3000,6,7.48,17.95,4
23,2940-3000,7,32.21,75.96,11
23,3000-3060,1,13.53,43.18,6
23,3000-3060,2,10.09,32.22,6
23,3000-3060,3,19.82,56.72,13
23,3000-3060,4,0.11,9.79,0
23,3000-3060,5,11.86,51.25,7
23,3000-3060,6,2.69,17.19,3
23,3000-3060,7,58.1,100.34,18
23,3060-3120,1,24.86,62.85,11
23,3060-3120,2,8.95,18.72,3
23,3060-3120,3,27.56,73.56,12
23,3060-3120,4,0.52,10.53,1
23,3060-3120,5,2.64,11.23,4
23,3060-3120,6,13.47,30.74,6
23,3060-3120,7,45.68,96.43,15
23,3120-3180,1,7.24,45.07,5
23,3120-3180,2,8.71,19.52,4
23,3120-3180,3,39.34,85.85,22
23,3120-3180,4,1.09,11.36,3
23,3120-3180,5,15.32,49.66,6
23,3120-3180,6,5.99,37.17,2
23,3120-3180,7,64.97,102.84,17
23,3180-3240,1,12.88,24.55,4
23,3180-3240,2,3.47,5.79,2
23,3180-3240,3,38.74,86.51,16
23,3180-3240,4,2.51,17.98,1
23,3180-3240,5,6.7,30.05,6
23,3180-3240,6,2.99,12.37,2
23,3180-3240,7,41.82,75.06,17
23,3240-3300,1,14.2,32.66,7
23,3240-3300,2,19.55,39.32,8
23,3240-3300,3,28.82,91.11,6
23,3240-3300,4,0.02,4.95,1
23,3240-3300,5,6.98,37.42,5
23,3240-3300,6,1.41,10.92,3
23,3240-3300,7,27.26,74.2,11
23,3300-3360,1,14.06,32.45,7
23,3300-3360,2,13.14,24.86,3
23,3300-3360,3,12.39,30.84,7
23,3300-3360,4,0.01,4.6,1
23,3300-3360,5,44.83,91.93,13
23,3300-3360,6,4.31,10.69,3
23,3300-3360,7,25.66,65.14,10
23,3360-3420,1,2.34,12,3
23,3360-3420,2,22.86,66.17,14
23,3360-3420,3,12.87,37.9,6
23,3360-3420,4,0.02,4.72,1
23,3360-3420,5,14.62,37.04,5
23,3360-3420,6,2.89,9.8,1
23,3360-3420,7,26.38,68.13,10
23,3420-3480,1,3.51,11.16,1
23,3420-3480,2,60.1,83.07,13
23,3420-3480,3,10.79,44.47,6
23,3420-3480,4,0.66,12.04,2
23,3420-3480,5,18.22,37.39,6
23,3420-3480,6,1.02,12.26,1
23,3420-3480,7,54.92,82.6,13
23,3480-3540,1,3.44,18.37,6
23,3480-3540,2,31.72,50.22,14
23,3480-3540,3,10.19,39.24,9
23,3480-3540,4,4.69,30.03,3
23,3480-3540,5,16.65,56.21,7
23,3480-3540,6,7.09,23.96,7
23,3480-3540,7,68.64,102.81,19
23,3540-3600,1,13.05,34.48,12
23,3540-3600,2,28,55.87,8
23,3540-3600,3,12.23,45.92,8
23,3540-3600,4,1.2,16.59,3
23,3540-3600,5,19.92,43.67,7
23,3540-3600,6,17.6,38.57,5
23,3540-3600,7,35.8,71.68,11
23,3600-3660,1,22.26,53.94,10
23,3600-3660,2,20.57,37.23,7
23,3600-3660,3,16.3,64.64,6
23,3600-3660,4,0.6,11.97,2
23,3600-3660,5,44.69,88.39,10
23,3600-3660,6,14.16,25.93,5
23,3600-3660,7,28.51,65.59,9
23,3660-3720,1,14.7,55.9,3
23,3660-3720,2,17.22,24.54,4
23,3660-3720,3,16.2,58.76,8
23,3660-3720,4,1.06,18.42,3
23,3660-3720,5,19.91,43.61,6
23,3660-3720,6,14.4,37.22,4
23,3660-3720,7,29.82,95.04,17
23,3720-3780,1,5.23,12.8,5
23,3720-3780,2,10.72,25.63,5
23,3720-3780,3,60.82,147.4,23
23,3720-3780,4,0,0,0
23,3720-3780,5,25.97,58.63,8
23,3720-3780,6,8.51,30.57,5
23,3720-3780,7,166.64,263.09,54
23,3780-3840,1,9.74,27.11,8
23,3780-3840,2,3.1,5.48,1
23,3780-3840,3,80.69,147.9,27
23,3780-3840,4,1.4,11.53,2
23,3780-3840,5,32.64,73.45,9
23,3780-3840,6,17.57,42.71,3
23,3780-3840,7,93.77,116.59,50
23,3840-3900,1,12.28,26.21,4
23,3840-3900,2,20.25,44.65,8
23,3840-3900,3,63.98,147.32,25
23,3840-3900,4,2.83,11.69,2
23,3840-3900,5,30.26,72.57,10
23,3840-3900,6,11.81,39.14,6
23,3840-3900,7,131,203.25,49
23,3900-3960,1,7.43,24.88,8
23,3900-3960,2,17.52,26.1,4
23,3900-3960,3,72.54,147.11,20
23,3900-3960,4,1.49,24.47,3
23,3900-3960,5,79.34,140.33,15
23,3900-3960,6,0,0,0
23,3900-3960,7,127.07,204.23,60
23,3960-4020,1,9.09,24.57,7
23,3960-4020,2,10.88,30.58,9
23,3960-4020,3,49.15,117.77,22
23,3960-4020,4,3.35,18.2,3
23,3960-4020,5,51.93,119.81,19
23,3960-4020,6,5.17,18.63,4
23,3960-4020,7,149.09,257.33,39
23,4020-4080,1,10.44,19.72,5
23,4020-4080,2,3.44,5.66,1
23,4020-4080,3,59.35,116.87,14
23,4020-4080,4,2.39,11.35,2
23,4020-4080,5,51.04,137.83,12
23,4020-4080,6,14.15,31.84,5
23,4020-4080,7,77.61,100.06,27
23,4080-4140,1,11.47,30.72,9
23,4080-4140,2,10.15,29.29,5
23,4080-4140,3,60.93,119.05,26
23,4080-4140,4,0,0,0
23,4080-4140,5,11.2,30.32,3
23,4080-4140,6,9.35,25.14,4
23,4080-4140,7,53.46,72.63,20
23,4140-4200,1,9.41,24.82,5
23,4140-4200,2,10.01,29.99,6
23,4140-4200,3,80.14,127.39,23
23,4140-4200,4,0,0,0
23,4140-4200,5,64.07,106.31,24
23,4140-4200,6,24.2,46.24,7
23,4140-4200,7,54.28,87.62,20
23,4200-4260,1,19.23,67.75,13
23,4200-4260,2,28.62,42.84,8
23,4200-4260,3,142,147.06,15
23,4200-4260,4,0.01,4.46,1
23,4200-4260,5,105.73,139.18,18
23,4200-4260,6,31.83,45.32,6
23,4200-4260,7,53.58,83.85,12
23,4260-4320,1,94.26,128.79,25
23,4260-4320,2,32.5,47.02,9
23,4260-4320,3,26.42,56.92,15
23,4260-4320,4,0.02,5.21,1
23,4260-4320,5,46.6,86.79,10
23,4260-4320,6,22.02,68.81,7
23,4260-4320,7,61.85,108.04,13
23,4320-4380,1,66.84,89.03,20
23,4320-4380,2,27.6,52.24,10
23,4320-4380,3,25.45,50.19,11
23,4320-4380,4,2.73,16.48,2
23,4320-4380,5,68.82,138.79,16
23,4320-4380,6,56.28,81.91,12
23,4320-4380,7,88.52,113.19,25
23,4380-4440,1,49.69,95.88,15
23,4380-4440,2,45.93,69.24,15
23,4380-4440,3,18.38,49.96,11
23,4380-4440,4,4.07,25.61,4
23,4380-4440,5,110.49,140.24,16
23,4380-4440,6,43.55,81.01,7
23,4380-4440,7,114.05,170.78,26
23,4440-4500,1,19.53,56.35,10
23,4440-4500,2,47.89,68.4,12
23,4440-4500,3,21.57,51.78,19
23,4440-4500,4,9.14,44.94,3
23,4440-4500,5,20.87,137.83,7
23,4440-4500,6,16.99,59.28,4
23,4440-4500,7,79.98,111.53,19
24,900-960,1,25.99,48.76,10
24,900-960,2,147.55,172.73,21
24,900-960,3,33.66,92.69,10
24,900-960,4,0.03,4.78,1
24,900-960,5,22.44,43.35,7
24,900-960,6,347.96,370.31,54
24,900-960,7,330.54,388.64,53
24,960-1020,1,8.77,32.95,11
24,960-1020,2,165.67,200.92,38
24,960-1020,3,33.57,111.79,9
24,960-1020,4,0.6,11.28,2
24,960-1020,5,26.12,52.27,8
24,960-1020,6,342.16,370.52,50
24,960-1020,7,329.78,399.9,50
24,1020-1080,1,21.41,64.26,13
24,1020-1080,2,174.58,199.5,32
24,1020-1080,3,11.39,42.94,8
24,1020-1080,4,0.4,11.24,2
24,1020-1080,5,49.26,102,16
24,1020-1080,6,330.02,356.06,49
24,1020-1080,7,252.73,349.46,48
24,1080-1140,1,10.75,31.41,8
24,1080-1140,2,192.4,229.2,37
24,1080-1140,3,16.48,51.68,13
24,1080-1140,4,3.76,18.19,3
24,1080-1140,5,44.15,100.65,14
24,1080-1140,6,332.56,357.2,44
24,1080-1140,7,171.23,259.11,36
24,1140-1200,1,6.02,32.6,5
24,1140-1200,2,183.06,216.45,35
24,1140-1200,3,34.67,89.58,14
24,1140-1200,4,3.93,24.31,4
24,1140-1200,5,48.49,90.85,13
24,1140-1200,6,268.2,305.13,40
24,1140-1200,7,198.26,253.36,39
24,1200-1260,1,12.47,31.62,6
24,1200-1260,2,181.11,205.24,34
24,1200-1260,3,29.46,80.32,23
24,1200-1260,4,7.22,23.87,4
24,1200-1260,5,27.8,93.63,8
24,1200-1260,6,225.59,270.68,37
24,1200-1260,7,103.3,245.95,12
24,1260-1320,1,9.86,37.72,7
24,1260-1320,2,177.7,205.72,33
24,1260-1320,3,33.93,71.85,18
24,1260-1320,4,0,0,0
24,1260-1320,5,11.62,26.17,3
24,1260-1320,6,187.63,248.7,34
24,1260-1320,7,42.04,97.54,19
24,1320-1380,1,7.53,43.98,3
24,1320-1380,2,198.91,219.88,40
24,1320-1380,3,68.67,147.18,29
24,1320-1380,4,4.66,22.34,4
24,1320-1380,5,25.6,63.01,10
24,1320-1380,6,157.52,186.45,24
24,1320-1380,7,73.06,122.32,32
24,1380-1440,1,3.06,11.81,4
24,1380-1440,2,237.19,270.34,46
24,1380-1440,3,62.3,121.56,21
24,1380-1440,4,3.14,11,2
24,1380-1440,5,27.14,88.93,8
24,1380-1440,6,143.94,176.05,23
24,1380-1440,7,57.13,83.96,28
24,1440-1500,1,13.14,33.16,7
24,1440-1500,2,279.87,316.14,43
24,1440-1500,3,76.82,147.13,23
24,1440-1500,4,0.03,5.17,1
24,1440-1500,5,5.65,30.11,3
24,1440-1500,6,135.02,169.75,27
24,1440-1500,7,83.32,118.49,40
24,1500-1560,1,18.82,61.21,12
24,1500-1560,2,301.61,342.93,49
24,1500-1560,3,61.18,146.93,40
24,1500-1560,4,0.05,5.06,1
24,1500-1560,5,17.46,38.05,7
24,1500-1560,6,106.15,148.85,22
24,1500-1560,7,82.18,140.74,42
24,1560-1620,1,6.14,25.9,8
24,1560-1620,2,298.56,340.78,52
24,1560-1620,3,76.43,146.96,19
24,1560-1620,4,0,0,0
24,1560-1620,5,77.02,108.82,27
24,1560-1620,6,102.94,135.5,17
24,1560-1620,7,54.46,80.44,28
24,1620-1680,1,21.51,57.99,17
24,1620-1680,2,356.9,388.53,51
24,1620-1680,3,91.48,147.2,32
24,1620-1680,4,4.2,29.81,3
24,1620-1680,5,85.69,140.48,9
24,1620-1680,6,88,114.24,16
24,1620-1680,7,113.64,172.54,45
24,1680-1740,1,28.5,71.11,11
24,1680-1740,2,349.42,387.46,70
24,1680-1740,3,133.17,147.7,30
24,1680-1740,4,0.73,11.4,3
24,1680-1740,5,100.41,139.2,23
24,1680-1740,6,65.81,102.84,15
24,1680-1740,7,60.41,171.98,24
24,1740-1800,1,41.02,71.94,13
24,1740-1800,2,298.79,307.15,6
24,1740-1800,3,74.83,146.39,26
24,1740-1800,4,1.67,23.8,4
24,1740-1800,5,122.11,139.58,15
24,1740-1800,6,53.12,83.41,9
24,1740-1800,7,70.59,106.5,16
24,1800-1860,1,41.96,80.63,13
24,1800-1860,2,328.67,358.39,47
24,1800-1860,3,66.17,146.2,16
24,1800-1860,4,1.96,23.04,1
24,1800-1860,5,89.05,147.9,17
24,1800-1860,6,23.73,48.79,5
24,1800-1860,7,66.12,85.07,12
24,1860-1920,1,41.12,60.58,18
24,1860-1920,2,312.41,357.48,55
24,1860-1920,3,26.05,66.41,10
24,1860-1920,4,0.07,5.4,1
24,1860-1920,5,46.03,97.14,8
24,1860-1920,6,22.32,51.34,8
24,1860-1920,7,68.03,130.15,27
24,1920-1980,1,14.15,36.82,7
24,1920-1980,2,342.13,373.54,49
24,1920-1980,3,42.83,91.88,19
24,1920-1980,4,0.76,12.69,2
24,1920-1980,5,56.87,140.02,20
24,1920-1980,6,11.12,50.04,1
24,1920-1980,7,119.82,183.08,22
24,1980-2040,1,8.08,18.62,6
24,1980-2040,2,350.5,376.74,61
24,1980-2040,3,24,63.61,12
24,1980-2040,4,1.38,18.31,2
24,1980-2040,5,26.84,52.06,4
24,1980-2040,6,4.52,30.6,6
24,1980-2040,7,68.01,100.03,23
24,2040-2100,1,20.16,43.73,9
24,2040-2100,2,384.32,412.08,52
24,2040-2100,3,32.36,80.2,16
24,2040-2100,4,0.01,4.76,1
24,2040-2100,5,15.22,49.61,6
24,2040-2100,6,11.68,36.89,5
24,2040-2100,7,69.69,106.59,14
24,2100-2160,1,9.96,30.44,7
24,2100-2160,2,402.3,446.03,70
24,2100-2160,3,66.57,120.84,16
24,2100-2160,4,2.34,11.85,2
24,2100-2160,5,38.28,93.8,15
24,2100-2160,6,55.13,81.22,11
24,2100-2160,7,70.4,103.7,18
24,2160-2220,1,6.77,22.98,5
24,2160-2220,2,363.26,407.64,61
24,2160-2220,3,17.63,44.79,9
24,2160-2220,4,8.49,47.43,7
24,2160-2220,5,21.7,61.86,10
24,2160-2220,6,54.22,84.63,7
24,2160-2220,7,76.76,110.63,13
24,2220-2280,1,7.16,29.42,5
24,2220-2280,2,330.93,361.11,57
24,2220-2280,3,13.74,51.11,13
24,2220-2280,4,5.47,31.57,5
24,2220-2280,5,23.21,60.55,9
24,2220-2280,6,23.51,45.13,6
24,2220-2280,7,55.23,84.59,16
24,2280-2340,1,7.26,26.78,6
24,2280-2340,2,337.52,367.64,49
24,2280-2340,3,16.55,58.4,9
24,2280-2340,4,0,0,0
24,2280-2340,5,23.48,50.23,8
24,2280-2340,6,25.1,50.74,7
24,2280-2340,7,51.9,82.79,12
24,2340-2400,1,14.03,31.73,10
24,2340-2400,2,354.66,371.45,76
24,2340-2400,3,14.79,53.44,12
24,2340-2400,4,3.04,24.43,3
24,2340-2400,5,19.05,43.95,7
24,2340-2400,6,17.75,41.05,5
24,2340-2400,7,22.94,56.63,7
24,2400-2460,1,13.56,59,9
24,2400-2460,2,329.97,354.17,51
24,2400-2460,3,45.38,113.14,20
24,2400-2460,4,1.04,11.52,2
24,2400-2460,5,51.48,110.35,17
24,2400-2460,6,9.25,18.02,1
24,2400-2460,7,19.46,63.31,6
24,2460-2520,1,13.08,43.42,6
24,2460-2520,2,319.72,376.74,60
24,2460-2520,3,43.08,58.93,8
24,2460-2520,4,0.68,11.2,2
24,2460-2520,5,99.12,140.11,18
24,2460-2520,6,6.39,18.54,6
24,2460-2520,7,21.57,59.37,20
24,2520-2580,1,5.2,23.74,7
24,2520-2580,2,268.27,311.36,50
24,2520-2580,3,68.56,147.59,28
24,2520-2580,4,4.93,24.18,4
24,2520-2580,5,53.8,138.28,12
24,2520-2580,6,2.52,12.48,2
24,2520-2580,7,109.07,167.34,38
24,2580-2640,1,4.4,22.91,7
24,2580-2640,2,273.47,297.16,45
24,2580-2640,3,64.9,147.51,17
24,2580-2640,4,0.02,5.14,1
24,2580-2640,5,16.66,59.38,3
24,2580-2640,6,25.11,62.53,10
24,2580-2640,7,62.46,88.37,14
24,2640-2700,1,18.1,35.31,8
24,2640-2700,2,263.54,291.78,50
24,2640-2700,3,51.55,147.2,22
24,2640-2700,4,0.95,12.04,2
24,2640-2700,5,7.56,23.05,3
24,2640-2700,6,12.68,17.52,0
24,2640-2700,7,29.87,43.14,13
24,2700-2760,1,12.3,37.76,13
24,2700-2760,2,323.51,369.16,52
24,2700-2760,3,25.5,57.91,14
24,2700-2760,4,0,0,0
24,2700-2760,5,13.88,35.69,5
24,2700-2760,6,4.52,11.84,2
24,2700-2760,7,44.02,71.29,15
24,2760-2820,1,21.71,56.45,11
24,2760-2820,2,329.62,367.89,57
24,2760-2820,3,19.18,45.94,9
24,2760-2820,4,5.46,50.93,6
24,2760-2820,5,30.07,86.18,13
24,2760-2820,6,11.39,18.72,4
24,2760-2820,7,64.16,95.37,20
24,2820-2880,1,21.29,49.88,6
24,2820-2880,2,343.21,371.34,57
24,2820-2880,3,26.81,66.03,13
24,2820-2880,4,0.02,4.57,1
24,2820-2880,5,86.85,140.46,18
24,2820-2880,6,20.42,37.92,6
24,2820-2880,7,76.18,103.78,14
24,2880-2940,1,8,57.77,9
24,2880-2940,2,344.81,370.45,54
24,2880-2940,3,38.96,105.19,17
24,2880-2940,4,0,0,0
24,2880-2940,5,47.28,109.8,18
24,2880-2940,6,14.19,36.99,4
24,2880-2940,7,53.79,77.15,18
24,2940-3000,1,33.61,64.72,14
24,2940-3000,2,351.55,379.22,53
24,2940-3000,3,30.56,64.34,9
24,2940-3000,4,1.13,11.5,2
24,2940-3000,5,99.31,140.18,18
24,2940-3000,6,23.12,57.51,10
24,2940-3000,7,30.76,58.22,10
24,3000-3060,1,29.41,49.2,15
24,3000-3060,2,354.67,385.24,45
24,3000-3060,3,32.76,76.68,12
24,3000-3060,4,0.88,10.66,2
24,3000-3060,5,74.38,152.21,14
24,3000-3060,6,23.27,63.93,10
24,3000-3060,7,34.85,57.78,13
24,3060-3120,1,27.66,44.83,10
24,3060-3120,2,310.52,364.81,55
24,3060-3120,3,36.76,105.07,14
24,3060-3120,4,2.44,13.87,2
24,3060-3120,5,39.05,113.18,15
24,3060-3120,6,9.53,47.81,3
24,3060-3120,7,15.17,48.21,7
24,3120-3180,1,9.91,36.38,7
24,3120-3180,2,279.2,325.32,63
24,3120-3180,3,66.11,144.86,16
24,3120-3180,4,1.77,13.02,2
24,3120-3180,5,48.89,107.25,17
24,3120-3180,6,30.25,45.06,9
24,3120-3180,7,23.33,52.09,13
24,3180-3240,1,12.64,26.83,6
24,3180-3240,2,292.99,339.1,54
24,3180-3240,3,35.73,83.78,14
24,3180-3240,4,3.66,24.15,2
24,3180-3240,5,30.52,85.59,10
24,3180-3240,6,37.25,65.72,10
24,3180-3240,7,13.71,31.56,8
24,3240-3300,1,12.19,28.06,3
24,3240-3300,2,318.07,351.53,59
24,3240-3300,3,29.55,106.41,21
24,3240-3300,4,0.25,17.16,1
24,3240-3300,5,17.72,52.58,8
24,3240-3300,6,42.42,64.49,12
24,3240-3300,7,32.48,66.19,19
24,3300-3360,1,6.53,18.98,5
24,3300-3360,2,304.3,336.78,49
24,3300-3360,3,57.36,119.79,14
24,3300-3360,4,1.72,24.15,1
24,3300-3360,5,24.9,59.68,9
24,3300-3360,6,81.75,104.71,21
24,3300-3360,7,58.46,109.45,16
24,3360-3420,1,6.69,18.11,5
24,3360-3420,2,326.98,351.95,55
24,3360-3420,3,23.32,75.62,13
24,3360-3420,4,2.1,16.86,3
24,3360-3420,5,16.51,43.1,6
24,3360-3420,6,99.76,131.16,17
24,3360-3420,7,72.8,108.54,21
24,3420-3480,1,5.99,18.36,4
24,3420-3480,2,305.29,335.11,49
24,3420-3480,3,103.1,159.37,26
24,3420-3480,4,2.79,16.3,3
24,3420-3480,5,14.3,38.09,5
24,3420-3480,6,83.89,101.4,14
24,3420-3480,7,65.11,104.3,22
24,3480-3540,1,4.9,30.64,7
24,3480-3540,2,283.43,304.86,63
24,3480-3540,3,27.06,81.61,19
24,3480-3540,4,5.73,24,4
24,3480-3540,5,46.88,112.99,18
24,3480-3540,6,48.79,74.99,8
24,3480-3540,7,61.88,101.81,21
24,3540-3600,1,9,20.63,5
24,3540-3600,2,217.78,247.96,36
24,3540-3600,3,40.02,102.83,27
24,3540-3600,4,1.02,11.11,2
24,3540-3600,5,23.12,111.1,7
24,3540-3600,6,57.15,89.1,15
24,3540-3600,7,53.13,88.9,11
24,3600-3660,1,7.15,38.15,5
24,3600-3660,2,162.94,201.74,31
24,3600-3660,3,24.77,59.25,16
24,3600-3660,4,0.01,4.48,1
24,3600-3660,5,49.8,105.2,17
24,3600-3660,6,41,62.19,5
24,3600-3660,7,26.41,58.25,9
24,3660-3720,1,23.17,50.52,12
24,3660-3720,2,137.77,162.55,24
24,3660-3720,3,20.83,57.11,10
24,3660-3720,4,0.01,4.46,1
24,3660-3720,5,84.16,140.24,20
24,3660-3720,6,18.06,38.07,3
24,3660-3720,7,22.16,68.69,19
24,3720-3780,1,16.96,45.5,9
24,3720-3780,2,167.51,186.64,9
24,3720-3780,3,42.98,116.27,23
24,3720-3780,4,0.01,4.47,1
24,3720-3780,5,134.48,139.57,19
24,3720-3780,6,9.75,18.06,2
24,3720-3780,7,64.37,130.34,35
24,3780-3840,1,10.14,31.71,5
24,3780-3840,2,204.09,223.51,37
24,3780-3840,3,31.16,59.23,18
24,3780-3840,4,2.68,11.78,2
24,3780-3840,5,60.9,138.48,10
24,3780-3840,6,2.93,12.18,2
24,3780-3840,7,64.81,119.56,20
24,3840-3900,1,4.47,14.04,5
24,3840-3900,2,211.59,247.89,40
24,3840-3900,3,47.97,118.01,17
24,3840-3900,4,6.73,25.3,4
24,3840-3900,5,25.09,88.18,7
24,3840-3900,6,6,11.22,4
24,3840-3900,7,35.77,64.28,14
24,3900-3960,1,14.27,25.94,6
24,3900-3960,2,198.11,216.64,36
24,3900-3960,3,23.42,56.81,15
24,3900-3960,4,0,0,0
24,3900-3960,5,0.91,28.44,1
24,3900-3960,6,15.94,36.13,8
24,3900-3960,7,70.83,96.14,22
24,3960-4020,1,27.12,69.43,13
24,3960-4020,2,212.93,236.68,35
24,3960-4020,3,27.16,62.33,13
24,3960-4020,4,0.02,5.12,1
24,3960-4020,5,2.44,11.53,2
24,3960-4020,6,8.01,30.78,5
24,3960-4020,7,105.36,151.18,25
24,4020-4080,1,27.86,68.57,11
24,4020-4080,2,188.14,212.64,35
24,4020-4080,3,15.33,55.94,9
24,4020-4080,4,0.52,11.03,2
24,4020-4080,5,21.69,51.44,10
24,4020-4080,6,1.03,5.8,1
24,4020-4080,7,79.32,100.76,12
24,4080-4140,1,7.4,18.32,9
24,4080-4140,2,204.18,247.44,40
24,4080-4140,3,9.69,25.99,5
24,4080-4140,4,1.01,10.91,2
24,4080-4140,5,66.61,147.37,21
24,4080-4140,6,24.64,62.53,10
24,4080-4140,7,50.77,83.61,13
24,4140-4200,1,9.65,27.39,11
24,4140-4200,2,206.87,238.96,40
24,4140-4200,3,25.24,66,14
24,4140-4200,4,9.88,37.86,6
24,4140-4200,5,59.1,139.87,13
24,4140-4200,6,15.86,61.6,5
24,4140-4200,7,29.75,51.46,11
24,4200-4260,1,26.19,68.99,15
24,4200-4260,2,229.67,255.65,38
24,4200-4260,3,40.26,105.57,17
24,4200-4260,4,0.91,36.86,0
24,4200-4260,5,12.36,51.71,7
24,4200-4260,6,0.12,4.99,2
24,4200-4260,7,8.16,17.79,4
24,4260-4320,1,53.91,121.81,16
24,4260-4320,2,200.13,245.28,39
24,4260-4320,3,27.32,91.17,14
24,4260-4320,4,3.29,18.24,3
24,4260-4320,5,10.23,30.27,9
24,4260-4320,6,0.14,5.33,1
24,4260-4320,7,11.78,43.04,7
24,4320-4380,1,10.99,36.76,9
24,4320-4380,2,161.7,186.96,26
24,4320-4380,3,51.74,117.2,23
24,4320-4380,4,2.83,17.4,2
24,4320-4380,5,22.8,54.67,5
24,4320-4380,6,15.04,58.09,7
24,4320-4380,7,36.97,70.34,20
24,4380-4440,1,27.38,50.88,19
24,4380-4440,2,135.22,179.19,29
24,4380-4440,3,28.89,74.48,11
24,4380-4440,4,2.24,23.26,3
24,4380-4440,5,16.78,71.24,14
24,4380-4440,6,23.1,69.83,7
24,4380-4440,7,46.85,76.37,13
24,4440-4500,1,26.26,54.98,14
24,4440-4500,2,97.99,162.39,25
24,4440-4500,3,11.92,38.47,4
24,4440-4500,4,1.7,12.58,3
24,4440-4500,5,60.57,140.75,16
24,4440-4500,6,7.99,25,4
24,4440-4500,7,50.96,88.93,15
25,900-960,1,15.43,31.52,2
25,900-960,2,152.8,188.48,24
25,900-960,3,23.27,75.2,16
25,900-960,4,4.13,24.05,4
25,900-960,5,31.85,79.17,12
25,900-960,6,59.57,96.47,14
25,900-960,7,15.93,44.01,6
25,960-1020,1,3.24,25.02,5
25,960-1020,2,156.92,182.3,31
25,960-1020,3,18.74,63.77,12
25,960-1020,4,0,0,0
25,960-1020,5,31.2,67.77,10
25,960-1020,6,43.9,74.63,12
25,960-1020,7,18.42,37.09,9
